263.1382979	12.23762376	573.0625
247.6595745	-21.41584158	583
247.6595745	-27.53465347	583
256.9468085	12.23762376	573.0625
241.4680851	-24.47524752	583
247.6595745	-24.47524752	583
241.4680851	-27.53465347	579.6875
247.6595745	-21.41584158	579.6875
250.7553191	6.118811881	569.75
244.5638298	-24.47524752	576.375
244.5638298	-21.41584158	579.6875
263.1382979	12.23762376	573.0625
241.4680851	-21.41584158	576.375
244.5638298	-24.47524752	579.6875
250.7553191	-18.35643564	576.375
247.6595745	-21.41584158	579.6875
253.8510638	9.178217822	573.0625
250.7553191	-21.41584158	579.6875
250.7553191	-24.47524752	579.6875
253.8510638	6.118811881	569.75
244.5638298	-24.47524752	579.6875
247.6595745	-24.47524752	579.6875
256.9468085	9.178217822	569.75
238.3723404	-21.41584158	579.6875
260.0425532	9.178217822	573.0625
241.4680851	-24.47524752	579.6875
247.6595745	-21.41584158	576.375
263.1382979	9.178217822	573.0625
247.6595745	-24.47524752	579.6875
244.5638298	-24.47524752	579.6875
260.0425532	6.118811881	573.0625
244.5638298	-21.41584158	576.375
241.4680851	-21.41584158	579.6875
250.7553191	-18.35643564	576.375
247.6595745	-21.41584158	579.6875
247.6595745	0	573.0625
244.5638298	-9.178217822	573.0625
269.3297872	-18.35643564	573.0625
275.5212766	0	559.8125
269.3297872	-18.35643564	563.125
284.8085106	-27.53465347	563.125
312.6702128	0	543.25
318.8617021	-15.2970297	530
346.7234043	-45.89108911	516.75
328.1489362	-42.83168317	523.375
334.3404255	-18.35643564	530
349.8191489	12.23762376	523.375
365.2978723	85.66336634	506.8125
371.4893617	183.5643564	493.5625
368.393617	370.1881188	404.125
340.5319149	431.3762376	357.75
281.712766	523.1584158	231.875
256.9468085	556.8118812	168.9375
195.0319149	590.4653465	49.6875
148.5957447	523.1584158	-142.4375
114.5425532	495.6237624	-225.25
86.68085106	367.1287129	-324.625
68.10638298	296.7623762	-364.375
-15.4787234	211.0990099	-410.75
-46.43617021	30.59405941	-424
-24.76595745	-52.00990099	-414.0625
-9.287234043	-159.0891089	-384.25
-24.76595745	-266.1683168	-327.9375
-27.86170213	-327.3564356	-284.875
83.58510638	-367.1287129	-221.9375
201.2234043	-458.9108911	16.5625
204.3191489	-465.029703	132.5
185.7446809	-428.3168317	265
300.287234	-290.6435644	397.5
272.4255319	-281.4653465	427.3125
216.7021277	-146.8514851	556.5
126.9255319	48.95049505	619.4375
83.58510638	131.5544554	622.75
6.191489362	281.4653465	586.3125
-27.86170213	431.3762376	506.8125
-24.76595745	489.5049505	457.125
0	596.5841584	251.75
-74.29787234	630.2376238	0
-136.212766	559.8712871	-119.25
-210.5106383	413.019802	-255.0625
-213.606383	275.3465347	-354.4375
-188.8404255	198.8613861	-387.5625
-123.8297872	76.48514851	-410.75
-68.10638298	-58.12871287	-407.4375
-37.14893617	-256.990099	-334.5625
0	-370.1881188	-241.8125
108.3510638	-474.2079208	62.9375
157.8829787	-449.7326733	231.875
160.9787234	-302.8811881	486.9375
43.34042553	-85.66336634	602.875
3.095744681	-3.059405941	619.4375
-46.43617021	198.8613861	612.8125
-86.68085106	361.009901	539.9375
-117.6382979	400.7821782	506.8125
-123.8297872	498.6831683	404.125
-154.787234	605.7623762	192.125
-176.4574468	556.8118812	-53
-188.8404255	501.7425743	-162.3125
-207.4148936	171.3267327	-374.3125
-182.6489362	100.960396	-394.1875
-145.5	21.41584158	-404.125
-120.7340426	-39.77227723	-407.4375
-105.2553191	-198.8613861	-357.75
-27.86170213	-354.8910891	-221.9375
6.191489362	-449.7326733	-102.6875
95.96808511	-489.5049505	198.75
154.787234	-434.4356436	311.375
142.4042553	-302.8811881	473.6875
89.77659574	0	626.0625
58.81914894	171.3267327	616.125
24.76595745	256.990099	596.25
3.095744681	309	576.375
-74.29787234	458.9108911	470.375
-99.06382979	504.8019802	400.8125
-117.6382979	593.5247525	218.625
-139.3085106	523.1584158	-162.3125
-105.2553191	357.950495	-331.25
-9.287234043	195.8019802	-420.6875
9.287234043	100.960396	-424
